Año,Mes,Municipio,Departamento,Presunto Responsable,Total de Víctimas del Caso,Latitud,Longitud
2001,03,PIENDAMO  TUNIA,CAUCA,GRUPO PARAMILITAR,1,2.702420026,-76.53770455
2001,01,URIBE,META,GUERRILLA,1,3.047726858,-74.43066134
2001,02,EL PIÑON,MAGDALENA,GRUPO PARAMILITAR,1,10.34310988,-74.67817756
2004,06,TEORAMA,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.760013794,-73.15714097
2002,03,SANTA BARBARA,NARIÑO,GRUPO PARAMILITAR,1,2.494420411,-77.98256461
2012,04,FRANCISCO PIZARRO,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,2.088531925,-78.59193099
2004,10,LOS ANDES,NARIÑO,GRUPO PARAMILITAR,1,1.672601269,-77.71054449
2003,11,VALLE DEL GUAMUEZ,PUTUMAYO,GRUPO PARAMILITAR,1,0.42012589,-76.77067026
2005,11,MISTRATO,RISARALDA,GRUPO PARAMILITAR,1,5.414078141,-75.96135387
2005,11,TEORAMA,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.760013794,-73.15714097
2003,10,TEORAMA,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.760013794,-73.15714097
2005,09,EL CAIRO,VALLE DEL CAUCA,GUERRILLA,1,4.756063701,-76.21502826
2008,09,SAN CALIXTO,NORTE DE SANTANDER,GUERRILLA,1,8.414441404,-73.2176038
1993,12,BAGADO,CHOCO,GUERRILLA,1,5.503119772,-76.19796907
0000,01,SAN ONOFRE,SUCRE,GRUPO ARMADO NO IDENTIFICADO,1,9.814599536,-75.50522919
1996,11,OVEJAS,SUCRE,GUERRILLA,1,9.549655271,-75.18855916
2005,10,GUADUAS,CUNDINAMARCA,GRUPO PARAMILITAR,1,5.173554764,-74.64014651
2011,12,BUENAVENTURA,VALLE DEL CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,3.493340766,-77.11872832
2008,07,POLICARPA,NARIÑO,GUERRILLA,1,1.735354202,-77.48134359
2009,08,SARAVENA,ARAUCA,GUERRILLA,1,6.906941714,-71.85070757
2004,03,TAME,ARAUCA,GRUPO PARAMILITAR,1,6.390650479,-71.79178647
2011,08,SAN VICENTE DEL CAGUAN,CAQUETA,GUERRILLA,1,1.308465061,-74.19746971
2007,06,SAN VICENTE DEL CAGUAN,CAQUETA,GUERRILLA,1,1.308465061,-74.19746971
2008,12,PUERTO RICO,META,GUERRILLA,1,2.758083657,-73.13780171
2005,04,VISTAHERMOSA,META,GRUPO ARMADO NO IDENTIFICADO,1,2.811616698,-73.66652234
2006,02,CUMARIBO,VICHADA,GUERRILLA,1,4.262454746,-69.52140484
2006,08,PUERTO LEGUIZAMO,PUTUMAYO,GUERRILLA,1,0.05947197,-75.06479327
2004,04,MESETAS,META,GUERRILLA,1,3.154771201,-74.12454824
2005,11,LEJANIAS,META,GUERRILLA,1,3.614714873,-74.09628467
2006,06,MESETAS,META,GUERRILLA,1,3.154771201,-74.12454824
2003,01,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2006,06,GALERAS,SUCRE,GUERRILLA,1,9.135169096,-74.98134706
2004,02,POLICARPA,NARIÑO,GUERRILLA,1,1.735354202,-77.48134359
2009,03,PAILITAS,CESAR,GRUPO POSDESMOVILIZACIÓN,1,8.938916143,-73.57247213
2010,10,ATRATO,CHOCO,GUERRILLA,1,5.525825084,-76.65064357
2012,03,BUENAVENTURA,VALLE DEL CAUCA,GUERRILLA,1,3.493340766,-77.11872832
2006,08,SANTA BARBARA,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,2.494420411,-77.98256461
2012,05,BUENAVENTURA,VALLE DEL CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,3.493340766,-77.11872832
2003,09,SONSON,ANTIOQUIA,GRUPO PARAMILITAR,1,5.826388779,-74.83637623
2001,05,SIMITI,BOLIVAR,GRUPO PARAMILITAR,1,7.851315534,-73.98371609
1997,04,SAN ROQUE,ANTIOQUIA,GRUPO PARAMILITAR,1,6.466165211,-74.9450732
2002,04,SAN RAFAEL,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.31074453,-74.99858652
2003,02,CHAMEZA,CASANARE,GRUPO PARAMILITAR,1,5.228453404,-72.86496804
0000,01,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
2005,11,POLICARPA,NARIÑO,GUERRILLA,1,1.735354202,-77.48134359
2006,10,FLORENCIA,CAUCA,GUERRILLA,1,1.69453474,-77.08735723
2000,12,UNGUIA,CHOCO,GRUPO PARAMILITAR,1,8.117281079,-77.10372723
2002,09,SAN JOSE DEL FRAGUA,CAQUETA,GRUPO ARMADO NO IDENTIFICADO,1,1.304702314,-76.11000594
2002,09,SAN JOSE DEL FRAGUA,CAQUETA,GRUPO ARMADO NO IDENTIFICADO,1,1.304702314,-76.11000594
0000,01,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
2001,12,SUCRE,SUCRE,GRUPO ARMADO NO IDENTIFICADO,1,8.814333477,-74.74753131
2005,02,POLICARPA,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,1.735354202,-77.48134359
2000,05,PASTO,NARIÑO,GUERRILLA,1,1.083605497,-77.20610074
2002,03,LA UNION,NARIÑO,GUERRILLA,1,1.619697376,-77.14284622
2001,08,VALLE DEL GUAMUEZ,PUTUMAYO,GRUPO ARMADO NO IDENTIFICADO,1,0.42012589,-76.77067026
2002,05,POLICARPA,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,1.735354202,-77.48134359
2013,08,SANTA BARBARA,NARIÑO,GUERRILLA,1,2.494420411,-77.98256461
2010,08,SANTA BARBARA,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,2.494420411,-77.98256461
2001,03,EL TABLON DE GOMEZ,NARIÑO,GUERRILLA,1,1.409430207,-76.98526959
2004,04,TEORAMA,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.760013794,-73.15714097
2001,07,CAPITANEJO,SANTANDER,GRUPO PARAMILITAR,1,6.520200095,-72.67435203
2004,01,SAN JUAN DE RIOSECO,CUNDINAMARCA,GRUPO PARAMILITAR,1,4.909263683,-74.73737166
2013,02,ISNOS,HUILA,GUERRILLA,1,1.945591321,-76.18204722
1990,03,TRUJILLO,VALLE DEL CAUCA,GUERRILLA,1,4.233268116,-76.34292699
2005,11,ARAUCA,ARAUCA,GRUPO ARMADO NO IDENTIFICADO,1,6.796280825,-70.50921153
1999,01,MIRAFLORES,GUAVIARE,GUERRILLA,1,1.363974932,-72.01810951
2007,01,SAN VICENTE DEL CAGUAN,CAQUETA,GUERRILLA,1,1.308465061,-74.19746971
2012,02,SAN ANDRES DE TUMACO,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,1.574550638,-78.61540963
2002,05,PLATO,MAGDALENA,GRUPO PARAMILITAR,1,9.76945611,-74.60181576
2004,03,SAN JOSE DEL GUAVIARE,GUAVIARE,GUERRILLA,1,2.484286091,-71.91916993
2002,03,VALLE DEL GUAMUEZ,PUTUMAYO,GRUPO PARAMILITAR,1,0.42012589,-76.77067026
2008,03,CACERES,ANTIOQUIA,GRUPO POSDESMOVILIZACIÓN,1,7.665155105,-75.22369744
1990,08,SAN PEDRO DE URABA,ANTIOQUIA,GRUPO PARAMILITAR,1,8.37915695,-76.31664233
2002,05,FRONTINO,ANTIOQUIA,GUERRILLA,1,6.691364773,-76.33199656
2000,06,SANTA ROSA DEL SUR,BOLIVAR,GUERRILLA,1,7.772519173,-74.26272843
1995,07,CARTAGENA DEL CHAIRA,CAQUETA,GUERRILLA,1,0.647693081,-74.27235499
2002,02,POPAYAN,CAUCA,GUERRILLA,1,2.471704362,-76.59194419
2010,11,EL TAMBO,CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,2.534488312,-77.00511207
2010,02,EL TAMBO,CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,2.534488312,-77.00511207
1995,09,VILLAVICENCIO,META,GUERRILLA,1,4.09166877,-73.49291595
2010,11,ISTMINA,CHOCO,GUERRILLA,1,4.586818665,-77.00090737
1998,12,MEDELLIN,ANTIOQUIA,GRUPO PARAMILITAR,1,6.257590259,-75.61103107
1998,09,UNGUIA,CHOCO,GRUPO PARAMILITAR,1,8.117281079,-77.10372723
1998,02,IQUIRA,HUILA,GUERRILLA,1,2.691517773,-75.67383141
2004,04,POLICARPA,NARIÑO,GRUPO PARAMILITAR,1,1.735354202,-77.48134359
2003,03,POLICARPA,NARIÑO,GRUPO PARAMILITAR,1,1.735354202,-77.48134359
1998,11,GUACARI,VALLE DEL CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,3.759414991,-76.34518277
2000,10,OCAÑA,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.206637527,-73.33765033
1999,02,SIMITI,BOLIVAR,GRUPO PARAMILITAR,1,7.851315534,-73.98371609
1996,07,LEJANIAS,META,GUERRILLA,1,3.614714873,-74.09628467
1997,04,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
1999,12,VILLAGARZON,PUTUMAYO,GUERRILLA,1,0.911149515,-76.74495447
1994,11,SABANAS DE SAN ANGEL,MAGDALENA,GRUPO ARMADO NO IDENTIFICADO,1,10.10533028,-74.2644392
2005,06,PLATO,MAGDALENA,GRUPO PARAMILITAR,1,9.76945611,-74.60181576
2005,02,SAN ANDRES DE TUMACO,NARIÑO,GUERRILLA,1,1.574550638,-78.61540963
2005,07,YOLOMBO,ANTIOQUIA,GUERRILLA,1,6.64442786,-75.02990266
1999,11,EL BAGRE,ANTIOQUIA,GUERRILLA,1,7.704633351,-74.66427726
2000,11,GRANADA,ANTIOQUIA,GUERRILLA,1,6.123380721,-75.12763646
2006,03,CUMARIBO,VICHADA,GUERRILLA,1,4.262454746,-69.52140484
1995,05,LEJANIAS,META,GRUPO ARMADO NO IDENTIFICADO,1,3.614714873,-74.09628467
2000,01,VILLAVICENCIO,META,GRUPO PARAMILITAR,1,4.09166877,-73.49291595
2001,12,LEJANIAS,META,GUERRILLA,1,3.614714873,-74.09628467
2002,05,SAN JOSE DEL FRAGUA,CAQUETA,GRUPO PARAMILITAR,1,1.304702314,-76.11000594
2003,03,CURILLO,CAQUETA,GRUPO PARAMILITAR,1,1.115379292,-75.97328452
2003,01,ORITO,PUTUMAYO,GRUPO PARAMILITAR,1,0.673756323,-76.94313923
2005,11,PASTO,NARIÑO,GRUPO PARAMILITAR,1,1.083605497,-77.20610074
2003,11,SAN MIGUEL,PUTUMAYO,GRUPO ARMADO NO IDENTIFICADO,1,0.272449048,-76.84510459
1996,06,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
2012,04,ARGELIA,CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,2.329337283,-77.26314906
2003,01,SANTA ROSA,CAUCA,GUERRILLA,1,1.52002179,-76.53876281
2004,04,CUMARIBO,VICHADA,GUERRILLA,1,4.262454746,-69.52140484
2006,11,LIBANO,TOLIMA,GUERRILLA,1,4.877936755,-75.04763076
2007,05,MANIZALES,CALDAS,GUERRILLA,1,5.08343301,-75.50727881
2008,03,TURBO,ANTIOQUIA,GRUPO POSDESMOVILIZACIÓN,22,8.173851745,-76.5740377
1995,05,CORINTO,CAUCA,GUERRILLA,5,3.136753606,-76.20964569
1988,11,LA UNION,SUCRE,GUERRILLA,1,8.811997799,-75.28322212
1991,09,CAIMITO,SUCRE,GUERRILLA,1,8.792311599,-75.13191063
2010,00,PUERTO LIBERTADOR,CORDOBA,GRUPO POSDESMOVILIZACIÓN,2,7.711515736,-75.77123224
2005,12,PUERTO LLERAS,META,GRUPO PARAMILITAR,1,3.193092925,-73.23671436
2006,11,ITUANGO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,2,7.341549718,-75.67842277
1985,10,TULUA,VALLE DEL CAUCA,GUERRILLA,1,4.02840797,-76.03250379
2008,10,ZARAGOZA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.474004006,-74.85848326
2006,12,FUNDACION,MAGDALENA,GUERRILLA,1,10.45937818,-73.88406518
2008,07,SAN VICENTE DEL CAGUAN,CAQUETA,GUERRILLA,1,1.308465061,-74.19746971
2005,02,SAN JOSE DEL FRAGUA,CAQUETA,GUERRILLA,1,1.304702314,-76.11000594
1996,07,MURINDO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.828773855,-76.70861349
2001,01,ANZOATEGUI,TOLIMA,GRUPO ARMADO NO IDENTIFICADO,1,4.623390454,-75.20165423
2002,05,ITUANGO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.341549718,-75.67842277
1985,08,MAPIRIPAN,META,GUERRILLA,1,3.117523361,-71.93805692
2008,07,SAN VICENTE DEL CAGUAN,CAQUETA,GRUPO ARMADO NO IDENTIFICADO,1,1.308465061,-74.19746971
1991,01,SONSON,ANTIOQUIA,GRUPO PARAMILITAR,1,5.826388779,-74.83637623
2012,01,SONSON,ANTIOQUIA,GUERRILLA,1,5.826388779,-74.83637623
1996,08,TIERRALTA,CORDOBA,GRUPO PARAMILITAR,1,7.813896829,-76.16846678
2012,08,EL COPEY,CESAR,GRUPO ARMADO NO IDENTIFICADO,1,10.19995356,-73.91282064
2012,03,SAN RAFAEL,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.31074453,-74.99858652
2006,03,CUMARIBO,VICHADA,GRUPO ARMADO NO IDENTIFICADO,1,4.262454746,-69.52140484
2012,08,MOSQUERA,NARIÑO,GUERRILLA,1,2.442493698,-78.438827
1993,11,CAUCASIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.867941792,-75.03501824
1993,12,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.399043723,-76.57649259
2000,01,EL PIÑON,MAGDALENA,GRUPO ARMADO NO IDENTIFICADO,1,10.34310988,-74.67817756
1985,07,MIRAFLORES,GUAVIARE,GRUPO ARMADO NO IDENTIFICADO,1,1.363974932,-72.01810951
2010,04,LA APARTADA,CORDOBA,GRUPO ARMADO NO IDENTIFICADO,1,8.052218422,-75.28816022
1997,10,APARTADO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.86047815,-76.58236264
2013,01,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,8.173851745,-76.5740377
1997,12,MESETAS,META,GUERRILLA,1,3.154771201,-74.12454824
1988,11,SOLANO,CAQUETA,GUERRILLA,1,0.096131862,-72.32036402
2006,06,COYAIMA,TOLIMA,GUERRILLA,1,3.775490271,-75.14720213
1998,04,ATACO,TOLIMA,GUERRILLA,1,3.37749064,-75.61373257
2000,02,COLOSO,SUCRE,GRUPO ARMADO NO IDENTIFICADO,1,9.494043427,-75.34528693
2009,01,SAN VICENTE DEL CAGUAN,CAQUETA,GRUPO ARMADO NO IDENTIFICADO,1,1.308465061,-74.19746971
1996,11,FUNDACION,MAGDALENA,GUERRILLA,1,10.45937818,-73.88406518
2004,09,MAICAO,LA GUAJIRA,GUERRILLA,1,11.38157764,-72.29500818
1990,06,RIOSUCIO,CHOCO,GRUPO ARMADO NO IDENTIFICADO,1,7.375606,-77.35636
1999,11,PUERTO WILCHES,SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,7.398198257,-73.8354696
1988,08,RIO DE ORO,CESAR,GRUPO ARMADO NO IDENTIFICADO,1,8.201070245,-73.48750127
2010,09,TIERRALTA,CORDOBA,GRUPO ARMADO NO IDENTIFICADO,1,7.813896829,-76.16846678
2012,11,EL TAMBO,CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,2.534488312,-77.00511207
2001,07,TURBO,ANTIOQUIA,GUERRILLA,1,8.173851745,-76.5740377
2001,04,ARMENIA,QUINDIO,GRUPO ARMADO NO IDENTIFICADO,1,4.499501128,-75.72489985
2009,01,MARIA LA BAJA,BOLIVAR,GRUPO ARMADO NO IDENTIFICADO,1,9.976017168,-75.34380265
1998,04,PUERTO CONCORDIA,META,GUERRILLA,1,2.752260112,-72.7210941
2012,12,TURBO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,8.173851745,-76.5740377
1999,02,SAN JUAN DE BETULIA,SUCRE,GRUPO ARMADO NO IDENTIFICADO,1,9.292019071,-75.21363579
1986,01,EL PAUJIL,CAQUETA,GRUPO ARMADO NO IDENTIFICADO,1,1.476630016,-75.20231825
1994,06,LA MONTAÑITA,CAQUETA,GUERRILLA,1,1.302860442,-75.23572732
1998,11,BARRANCO DE LOBA,BOLIVAR,GRUPO ARMADO NO IDENTIFICADO,1,8.837077654,-74.27966531
1998,11,BARRANCO DE LOBA,BOLIVAR,GRUPO ARMADO NO IDENTIFICADO,1,8.837077654,-74.27966531
1998,06,FLORENCIA,CAQUETA,GUERRILLA,1,1.749138704,-75.55823906
2001,07,VALENCIA,CORDOBA,GUERRILLA,1,8.219904128,-76.2213286
1986,11,RIOSUCIO,CHOCO,GRUPO ARMADO NO IDENTIFICADO,1,7.375606,-77.35636
2000,09,TIERRALTA,CORDOBA,GRUPO ARMADO NO IDENTIFICADO,1,7.813896829,-76.16846678
1996,03,GRANADA,META,GUERRILLA,1,3.441051399,-73.7611547
2002,01,SAN LUIS,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.024205956,-75.0076674
1998,09,VISTAHERMOSA,META,GRUPO ARMADO NO IDENTIFICADO,1,2.811616698,-73.66652234
1998,11,MAPIRIPAN,META,GRUPO ARMADO NO IDENTIFICADO,1,3.117523361,-71.93805692
1990,09,MORALES,BOLIVAR,GRUPO ARMADO NO IDENTIFICADO,1,8.253700061,-73.9713459
1986,04,GUADALAJARA DE BUGA,VALLE DEL CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,3.819854318,-75.98312419
2002,09,BOLIVAR,VALLE DEL CAUCA,GUERRILLA,1,4.393118861,-76.34982039
2005,02,DABEIBA,ANTIOQUIA,GUERRILLA,1,6.992243782,-76.31426328
1991,06,SAN PEDRO DE URABA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,8.37915695,-76.31664233
1994,02,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
1997,01,ARAUCA,ARAUCA,GRUPO ARMADO NO IDENTIFICADO,1,6.796280825,-70.50921153
2002,04,TAME,ARAUCA,GRUPO ARMADO NO IDENTIFICADO,1,6.390650479,-71.79178647
1992,10,PUERTO LIBERTADOR,CORDOBA,GUERRILLA,1,7.711515736,-75.77123224
1993,10,RIONEGRO,SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,7.474226085,-73.37246417
2011,11,PUEBLO RICO,RISARALDA,GRUPO ARMADO NO IDENTIFICADO,1,5.286295408,-76.07359421
1987,12,URIBE,META,GRUPO ARMADO NO IDENTIFICADO,1,3.047726858,-74.43066134
1992,04,CORINTO,CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,3.136753606,-76.20964569
1999,04,VILLANUEVA,CASANARE,GUERRILLA,1,4.528307719,-72.82314281
2012,02,CAREPA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.757967437,-76.64374657
2005,08,BECERRIL,CESAR,GUERRILLA,1,9.727732939,-73.25250522
2001,06,MESETAS,META,GRUPO ARMADO NO IDENTIFICADO,1,3.154771201,-74.12454824
1993,08,CAREPA,ANTIOQUIA,GRUPO PARAMILITAR,1,7.757967437,-76.64374657
1985,08,TAME,ARAUCA,GUERRILLA,1,6.390650479,-71.79178647
1993,07,NEIVA,HUILA,GUERRILLA,1,2.993360046,-75.27236232
2000,07,CHIGORODO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.631665644,-76.63964213
1987,09,VILLAVICENCIO,META,GRUPO ARMADO NO IDENTIFICADO,1,4.09166877,-73.49291595
2010,10,BARBACOAS,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,1.44563774,-78.15621072
2009,06,CAUCASIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.867941792,-75.03501824
1990,05,SAN JACINTO,BOLIVAR,GRUPO ARMADO NO IDENTIFICADO,1,9.835362011,-75.10609201
1987,02,EL TAMBO,CAUCA,GUERRILLA,1,2.534488312,-77.00511207
1987,01,CIENAGA DE ORO,CORDOBA,GRUPO PARAMILITAR,1,8.841811894,-75.60779829
2012,01,BUENAVENTURA,VALLE DEL CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,3.493340766,-77.11872832
1996,10,VALLEDUPAR,CESAR,GRUPO ARMADO NO IDENTIFICADO,1,10.21890277,-73.45784764
2002,05,ROLDANILLO,VALLE DEL CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,4.443571848,-76.16824249
2009,05,APARTADO,ANTIOQUIA,GUERRILLA,1,7.86047815,-76.58236264
1989,04,APARTADO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.86047815,-76.58236264
1989,02,SAN JACINTO,BOLIVAR,GUERRILLA,1,9.835362011,-75.10609201
1991,03,CUCUTA,NORTE DE SANTANDER,GUERRILLA,1,8.112041811,-72.48862641
2003,04,GUADUAS,CUNDINAMARCA,GRUPO ARMADO NO IDENTIFICADO,1,5.173554764,-74.64014651
2012,07,PADILLA,CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,3.194730618,-76.3362418
1999,11,VALPARAISO,CAQUETA,GUERRILLA,1,1.07534915,-75.73779004
2003,10,MEDELLIN,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.257590259,-75.61103107
1998,12,CAUCASIA,ANTIOQUIA,GUERRILLA,1,7.867941792,-75.03501824
2001,08,SANTA ROSA,BOLIVAR,GUERRILLA,1,10.46920726,-75.36116053
2007,03,CAUCASIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.867941792,-75.03501824
2006,01,MONTELIBANO,CORDOBA,GRUPO ARMADO NO IDENTIFICADO,1,7.866432635,-75.87533926
1995,01,ORITO,PUTUMAYO,GUERRILLA,1,0.673756323,-76.94313923
2011,11,ITUANGO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.341549718,-75.67842277
1996,08,SAN JOSE DE TOLUVIEJO,SUCRE,GRUPO ARMADO NO IDENTIFICADO,1,9.490297716,-75.44451115
1987,10,HONDA,TOLIMA,GUERRILLA,1,5.179416561,-74.78303094
1991,07,CIMITARRA,SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,6.40972961,-74.17030427
1999,10,NARIÑO,ANTIOQUIA,GUERRILLA,1,5.581275312,-75.19457019
1997,11,CONCORDIA,ANTIOQUIA,GUERRILLA,1,6.057468678,-75.90014678
2008,08,SAN ANDRES DE CUERQUIA,ANTIOQUIA,GUERRILLA,1,6.918427233,-75.6657758
2011,09,URIBE,META,GUERRILLA,1,3.047726858,-74.43066134
2009,08,NEIVA,HUILA,GRUPO ARMADO NO IDENTIFICADO,1,2.993360046,-75.27236232
1988,06,LA MACARENA,META,GRUPO ARMADO NO IDENTIFICADO,1,2.161863917,-74.09488076
1986,07,PUERTO RICO,CAQUETA,GRUPO ARMADO NO IDENTIFICADO,1,2.018940891,-75.07308627
2000,05,SALAMINA,CALDAS,GRUPO PARAMILITAR,1,5.370332425,-75.40962177
2006,01,PUERTO LEGUIZAMO,PUTUMAYO,GRUPO ARMADO NO IDENTIFICADO,1,0.05947197,-75.06479327
2009,08,SAN ANDRES DE TUMACO,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,1.574550638,-78.61540963
2001,02,TIMBIO,CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,2.369625312,-76.71051932
1993,03,IBAGUE,TOLIMA,GUERRILLA,1,4.451921427,-75.252591
2006,10,CUMARIBO,VICHADA,GRUPO ARMADO NO IDENTIFICADO,1,4.262454746,-69.52140484
2012,09,BUENAVENTURA,VALLE DEL CAUCA,GUERRILLA,1,3.493340766,-77.11872832
2010,02,PEREIRA,RISARALDA,GUERRILLA,1,4.803662773,-75.79579093
2000,01,LA CRUZ,NARIÑO,GUERRILLA,1,1.584175998,-76.92335262
2004,04,BARBACOAS,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,1.44563774,-78.15621072
2012,04,MEDIO ATRATO,CHOCO,GUERRILLA,1,6.033880098,-76.6734697
2007,03,GUAMAL,META,GUERRILLA,1,3.947775585,-73.95983864
2000,03,CUMARIBO,VICHADA,GUERRILLA,1,4.262454746,-69.52140484
2012,03,VALLEDUPAR,CESAR,GRUPO ARMADO NO IDENTIFICADO,1,10.21890277,-73.45784764
2006,05,TAMARA,CASANARE,GUERRILLA,1,5.878927424,-72.20067822
2003,01,LA PLATA,HUILA,GUERRILLA,1,2.328076586,-76.00117299
1992,10,TULUA,VALLE DEL CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,4.02840797,-76.03250379
2006,09,ANORI,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.193110778,-75.10848954
1997,06,PUERTO RONDON,ARAUCA,GUERRILLA,1,6.411761829,-70.96678964
1998,10,CALDONO,CAUCA,GUERRILLA,1,2.803845691,-76.42719377
2003,01,MONTEBELLO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.916853903,-75.51972693
2007,01,CAJIBIO,CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,2.643209848,-76.70138914
2000,01,LIBORINA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.723990935,-75.78300046
2012,04,RIOBLANCO,TOLIMA,GUERRILLA,1,3.468077548,-75.85481103
1984,12,BARRANCOMINAS,GUAINIA,GRUPO ARMADO NO IDENTIFICADO,1,3.140558454,-69.69713423
1995,07,PLANADAS,TOLIMA,GUERRILLA,1,3.09897343,-75.81684413
2009,04,MARIA LA BAJA,BOLIVAR,GUERRILLA,1,9.976017168,-75.34380265
2012,07,BUENAVENTURA,VALLE DEL CAUCA,GUERRILLA,1,3.493340766,-77.11872832
2006,06,RIOSUCIO,CALDAS,GRUPO ARMADO NO IDENTIFICADO,1,5.442275418,-75.75220499
1989,03,TIERRALTA,CORDOBA,GRUPO ARMADO NO IDENTIFICADO,1,7.813896829,-76.16846678
1986,12,APARTADO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.86047815,-76.58236264
1998,12,OPORAPA,HUILA,GRUPO ARMADO NO IDENTIFICADO,1,2.061191362,-76.04110289
1987,11,NUEVA GRANADA,MAGDALENA,GRUPO ARMADO NO IDENTIFICADO,1,9.735998134,-74.32840222
1993,03,IBAGUE,TOLIMA,GUERRILLA,1,4.451921427,-75.252591
1998,08,VALDIVIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.265404213,-75.40094502
1995,12,MUTATA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.329557848,-76.4630657
1986,01,TAMESIS,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.673758571,-75.70979974
1999,03,VILLAGARZON,PUTUMAYO,GUERRILLA,1,0.911149515,-76.74495447
2005,07,VALENCIA,CORDOBA,GRUPO ARMADO NO IDENTIFICADO,1,8.219904128,-76.2213286
1987,10,NECOCLI,ANTIOQUIA,GUERRILLA,1,8.493728551,-76.67699588
2006,09,MANIZALES,CALDAS,GUERRILLA,1,5.08343301,-75.50727881
1991,04,BUENAVENTURA,VALLE DEL CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,3.493340766,-77.11872832
1997,11,CHIGORODO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,7.631665644,-76.63964213
